"rank"	"genomeid"	"class"	"superclade"	"lineage"	"GC"	"assembly_size"	"coding_density"	"N50"	"longest_contig"	"nContigs"	"isolation_source"	"completeness"	"contamination"	"quality_combined"	"Location"
1563	"GVMAG-M-3300005613-42"	"GVMAG"	"SC10"	"MGVL58"	29.05	260930	84	8951	15344	31	"Non-marine Saline and Alkaline"	"medium"	"low"	"medium"	"Other"
71	"GVMAG-M-3300005613-49"	"GVMAG"	"SC10"	"MGVL58"	20.33	1080342	87	66686	128794	33	"Non-marine Saline and Alkaline"	"high"	"medium"	"medium"	"Other"
1074	"GVMAG-M-3300005613-55"	"GVMAG"	"SC10"	"MGVL58"	28.92	344471	91	57317	143927	6	"Non-marine Saline and Alkaline"	"high"	"medium"	"medium"	"Other"
689	"GVMAG-M-3300005613-6"	"GVMAG"	"SC10"	"MGVL58"	24.41	421934	88	50731	86327	16	"Non-marine Saline and Alkaline"	"high"	"medium"	"medium"	"Other"
291	"GVMAG-M-3300005613-8"	"GVMAG"	"SC9"	"MGVL43"	26.95	539349	90	136185	149047	10	"Non-marine Saline and Alkaline"	"high"	"low"	"high"	"Other"
1025	"GVMAG-M-3300005662-19"	"GVMAG"	"SC10"	"MGVL61"	21.68	353359	89	7974	18786	45	"Freshwater"	"medium"	"medium"	"medium"	"Other"
232	"GVMAG-M-3300005662-20"	"GVMAG"	"SC9"	"MGVL51"	25.91	577676	88	9176	32316	66	"Freshwater"	"high"	"medium"	"low"	"Other"
1036	"GVMAG-M-3300005662-25"	"GVMAG"	"SC9"	"MGVL43"	31.93	351127	88	23870	39083	20	"Freshwater"	"high"	"medium"	"medium"	"Other"
2038	"GVMAG-M-3300005662-28"	"GVMAG"	"SC2"	"MGVL23"	25.71	186105	88	12812	34515	18	"Freshwater"	"high"	"low"	"high"	"Other"
1340	"GVMAG-M-3300005662-29"	"GVMAG"	"SC9"	"MGVL44"	40.55	297993	89	35117	53880	15	"Freshwater"	"high"	"medium"	"medium"	"Other"
296	"GVMAG-M-3300005662-3"	"GVMAG"	"SC1"	"MGVL5"	22.64	538016	90	10208	27474	56	"Freshwater"	"high"	"high"	"low"	"Other"
1032	"GVMAG-M-3300005662-30"	"GVMAG"	"SC9"	"MGVL57"	29.65	352070	92	35925	77470	16	"Freshwater"	"high"	"low"	"high"	"Other"
1821	"GVMAG-M-3300005662-48"	"GVMAG"	"SC9"	"MGVL57"	39.67	215731	89	9596	29062	22	"Freshwater"	"medium"	"low"	"medium"	"Other"
1884	"GVMAG-M-3300005662-5"	"GVMAG"	"SC9"	"MGVL41"	40	208001	93	9352	25114	21	"Freshwater"	"high"	"low"	"medium"	"Other"
798	"GVMAG-M-3300005662-62"	"GVMAG"	"SC9"	"MGVL52"	29.58	400457	89	37564	46666	17	"Freshwater"	"high"	"low"	"high"	"Other"
876	"GVMAG-M-3300005662-68"	"GVMAG"	"SC9"	"MGVL54"	39.87	383591	89	15165	50840	29	"Freshwater"	"high"	"low"	"high"	"Other"
936	"GVMAG-M-3300005955-1"	"GVMAG"	"SC10"	"MGVL58"	19.59	372570	92	16758	67730	24	"Soil"	"high"	"medium"	"medium"	"Other"
1422	"GVMAG-M-3300005987-10"	"GVMAG"	"SC2"	"MGVL15"	38.68	283542	82	27659	50443	13	"Nutrient removal"	"medium"	"low"	"medium"	"Other"
1145	"GVMAG-M-3300005987-15"	"GVMAG"	"SC2"	"MGVL15"	41.84	332577	85	17292	44323	23	"Nutrient removal"	"high"	"low"	"high"	"Other"
253	"GVMAG-M-3300006056-32"	"GVMAG"	"SC7"	"MGVL32"	36.57	560570	83	10082	20882	61	"Nutrient removal"	"medium"	"medium"	"low"	"Other"
2160	"GVMAG-M-3300006108-3"	"GVMAG"	"SC8"	"MGVL33"	41.96	157710	91	23567	33927	9	"Freshwater"	"medium"	"low"	"medium"	"Other"
2006	"GVMAG-M-3300006119-4"	"GVMAG"	"SC8"	"MGVL33"	54.47	190433	94	21912	50129	11	"Freshwater"	"high"	"medium"	"medium"	"Other"
1742	"GVMAG-M-3300006124-6"	"GVMAG"	"SC9"	"YLMV"	35.33	229073	87	47448	72183	7	"Freshwater"	"medium"	"low"	"medium"	"Other"
1885	"GVMAG-M-3300006165-1"	"GVMAG"	"SC9"	"MGVL47"	34.24	207945	91	19479	56702	14	"Marine"	"high"	"low"	"high"	"Other"
1308	"GVMAG-M-3300006190-14"	"GVMAG"	"SC10"	"MGVL62"	24.31	304716	90	15716	33367	23	"Marine"	"high"	"low"	"high"	"Other"
1718	"GVMAG-M-3300006641-22"	"GVMAG"	"SC4"	"MGVL29"	24.89	233148	86	13699	23225	19	"Marine"	"medium"	"low"	"medium"	"Other"
459	"GVMAG-M-3300006752-9"	"GVMAG"	"SC9"	"YLMV"	26.65	474801	90	45464	55465	18	"Marine"	"high"	"medium"	"medium"	"Other"
2090	"GVMAG-M-3300006802-11"	"GVMAG"	"SC2"	"MGVL13"	34.36	175006	92	9820	16485	20	"Marine"	"medium"	"low"	"medium"	"Other"
2262	"GVMAG-M-3300006802-13"	"GVMAG"	"SC2"	"MGVL13"	30.23	113987	83	7445	18696	14	"Marine"	"medium"	"low"	"medium"	"Other"
747	"GVMAG-M-3300006805-8"	"GVMAG"	"SC9"	"YLMV"	25.78	411827	89	11306	27283	40	"Marine"	"high"	"low"	"medium"	"Other"
1794	"GVMAG-M-3300006810-1"	"GVMAG"	"SC2"	"MGVL13"	31	220310	90	8849	15026	27	"Marine"	"high"	"medium"	"medium"	"Other"
810	"GVMAG-M-3300006810-11"	"GVMAG"	"SC9"	"MGVL43"	26.51	398285	89	8212	25428	47	"Marine"	"medium"	"high"	"low"	"Other"
1248	"GVMAG-M-3300006810-14"	"GVMAG"	"SC9"	"MGVL43"	26.61	314804	89	8713	19912	38	"Marine"	"high"	"medium"	"medium"	"Other"
223	"GVMAG-M-3300006810-8"	"GVMAG"	"SC9"	"MGVL47"	24.45	583400	90	13812	56005	46	"Marine"	"high"	"medium"	"medium"	"Other"
2017	"GVMAG-M-3300006875-10"	"GVMAG"	"SC9"	"MGVL38"	33.72	189066	80	6693	11155	27	"Marine"	"medium"	"low"	"low"	"Other"
108	"GVMAG-M-3300006900-23"	"GVMAG"	"SC5"	"MGVL30"	23.37	847644	88	11785	30025	82	"Marine"	"high"	"medium"	"low"	"Other"
900	"GVMAG-M-3300006916-6"	"GVMAG"	"SC2"	"MGVL13"	28.16	379179	92	8279	41818	44	"Marine"	"high"	"high"	"low"	"Other"
1426	"GVMAG-M-3300006922-4"	"GVMAG"	"SC9"	"MGVL48"	24.89	283092	84	17555	28757	21	"Marine"	"high"	"low"	"medium"	"Other"
902	"GVMAG-M-3300007072-7"	"GVMAG"	"SC2"	"Solumviruses"	41.76	378518	83	25617	42150	20	"Thermal springs"	"high"	"medium"	"medium"	"Other"
1290	"GVMAG-M-3300007236-6"	"GVMAG"	"SC10"	"MGVL62"	24.87	307642	91	41855	69998	9	"Marine"	"high"	"low"	"high"	"Other"
297	"GVMAG-M-3300007345-2"	"GVMAG"	"SC9"	"MGVL47"	25.02	536189	90	7724	21461	68	"Marine"	"high"	"medium"	"low"	"Other"
1545	"GVMAG-M-3300007345-3"	"GVMAG"	"SC3"	"Raphidoviruses"	31.94	263150	88	18390	24019	22	"Marine"	"high"	"low"	"medium"	"Other"
2066	"GVMAG-M-3300007345-7"	"GVMAG"	"SC2"	"MGVL13"	28.83	179748	89	14746	21858	14	"Marine"	"high"	"medium"	"medium"	"Other"
2005	"GVMAG-M-3300007363-5"	"GVMAG"	"SC8"	"MGVL33"	31.18	191317	93	16962	36454	12	"Marine"	"medium"	"medium"	"medium"	"Other"
1656	"GVMAG-M-3300007516-29"	"GVMAG"	"SC3"	"Raphidoviruses"	29.22	241448	87	13203	21687	20	"Freshwater"	"high"	"low"	"medium"	"Other"
1693	"GVMAG-M-3300007516-49"	"GVMAG"	"SC8"	"MGVL35"	29.42	236826	90	7679	14116	31	"Freshwater"	"medium"	"medium"	"low"	"Other"
526	"GVMAG-M-3300007516-50"	"GVMAG"	"SC9"	"MGVL47"	27.33	459778	87	9964	22888	51	"Freshwater"	"high"	"medium"	"low"	"Other"
1949	"GVMAG-M-3300007519-48"	"GVMAG"	"SC2"	"MGVL13"	34.11	199679	91	14224	23272	16	"Freshwater"	"medium"	"low"	"medium"	"Other"
2036	"GVMAG-M-3300007520-7"	"GVMAG"	"SC9"	"MGVL47"	34.86	186363	88	7828	12640	24	"Freshwater"	"medium"	"low"	"low"	"Other"
1364	"GVMAG-M-3300007522-11"	"GVMAG"	"SC9"	"MGVL47"	25.8	293825	87	12667	27906	29	"Freshwater"	"high"	"low"	"medium"	"Other"
302	"GVMAG-M-3300007522-15"	"GVMAG"	"SC6"	"Cafeteriaviruses"	22.94	533625	89	35068	57956	25	"Freshwater"	"high"	"low"	"high"	"Other"
1476	"GVMAG-M-3300007522-21"	"GVMAG"	"SC2"	"MGVL23"	26.38	274890	87	9775	33430	26	"Freshwater"	"high"	"low"	"high"	"Other"
1112	"GVMAG-M-3300007522-31"	"GVMAG"	"SC6"	"Cafeteriaviruses"	21.37	338237	88	18847	71983	20	"Freshwater"	"medium"	"low"	"medium"	"Other"
894	"GVMAG-M-3300007522-55"	"GVMAG"	"SC9"	"MGVL57"	30.88	380049	88	29766	85162	15	"Freshwater"	"high"	"low"	"high"	"Other"
1678	"GVMAG-M-3300007522-9"	"GVMAG"	"SC3"	"Raphidoviruses"	30.07	239265	85	12923	27468	22	"Freshwater"	"high"	"low"	"medium"	"Other"
2099	"GVMAG-M-3300007523-6"	"GVMAG"	"SC2"	"MGVL13"	30.69	173267	88	19047	29289	13	"Freshwater"	"medium"	"low"	"medium"	"Other"
2031	"GVMAG-M-3300007547-5"	"GVMAG"	"SC4"	"MGVL29"	26.9	186770	87	7152	12690	27	"Marine"	"high"	"low"	"low"	"Other"
2189	"GVMAG-M-3300007559-2"	"GVMAG"	"SC8"	"MGVL33"	28.89	149850	92	22574	33346	10	"Marine"	"medium"	"medium"	"medium"	"Other"
831	"GVMAG-M-3300007618-2"	"GVMAG"	"SC6"	"Cafeteriaviruses"	21.05	394605	75	11163	26444	38	"Marine"	"medium"	"low"	"medium"	"Other"
1130	"GVMAG-M-3300007619-1"	"GVMAG"	"SC6"	"Klosneuviruses"	21.2	335792	87	7490	21645	43	"Soil"	"medium"	"low"	"medium"	"Other"
1419	"GVMAG-M-3300007622-7"	"GVMAG"	"SC4"	"MGVL29"	24	283771	87	13594	20748	24	"Marine"	"high"	"low"	"medium"	"Other"
425	"GVMAG-M-3300007708-3"	"GVMAG"	"SC4"	"MGVL29"	27.06	486963	87	12523	33742	44	"Marine"	"high"	"medium"	"medium"	"Other"
1804	"GVMAG-M-3300007708-4"	"GVMAG"	"SC4"	"MGVL29"	24.94	218494	89	7585	19158	26	"Marine"	"medium"	"low"	"medium"	"Other"
2276	"GVMAG-M-3300007960-2"	"GVMAG"	"SC5"	"MGVL30"	23.55	93535	92	9754	16669	11	"Marine"	"medium"	"low"	"low"	"Other"
883	"GVMAG-M-3300008012-16"	"GVMAG"	"SC10"	"MGVL66"	28.43	382418	91	21656	40374	28	"Marine"	"high"	"medium"	"medium"	"Other"
666	"GVMAG-M-3300008012-17"	"GVMAG"	"SC9"	"MGVL47"	23.24	426294	89	10349	45764	41	"Marine"	"high"	"medium"	"medium"	"Other"
2217	"GVMAG-M-3300008012-2"	"GVMAG"	"SC3"	"Prasinoviruses"	42.68	142459	91	43409	44941	8	"Marine"	"high"	"medium"	"medium"	"Other"
853	"GVMAG-M-3300008012-32"	"GVMAG"	"SC10"	"Tetraselmisviruses"	32.21	389246	90	15346	39815	26	"Marine"	"high"	"low"	"high"	"Other"
356	"GVMAG-M-3300008224-9"	"GVMAG"	"SC2"	"MGVL12"	23.93	512421	88	34511	61860	22	"Marine"	"medium"	"low"	"medium"	"Other"
1859	"GVMAG-M-3300009001-5"	"GVMAG"	"SC10"	"MGVL59"	25.78	211452	89	7874	14991	27	"Non-marine Saline and Alkaline"	"medium"	"low"	"low"	"Other"
1425	"GVMAG-M-3300009001-9"	"GVMAG"	"SC9"	"MGVL57"	30.88	283402	90	9242	16932	32	"Non-marine Saline and Alkaline"	"medium"	"medium"	"medium"	"Other"
1241	"GVMAG-M-3300009009-8"	"GVMAG"	"SC2"	"MGVL23"	39.34	315729	91	77724	121001	4	"Freshwater"	"medium"	"medium"	"medium"	"Other"
509	"GVMAG-M-3300009051-3"	"GVMAG"	"SC10"	"MGVL62"	24.06	462583	89	14229	28842	36	"Marine"	"high"	"low"	"medium"	"Other"
1002	"GVMAG-M-3300009059-10"	"GVMAG"	"SC4"	"MGVL29"	25.79	358476	89	23971	39567	21	"Marine"	"high"	"low"	"high"	"Other"
2058	"GVMAG-M-3300009059-8"	"GVMAG"	"SC4"	"MGVL29"	23.86	181969	90	18300	42799	12	"Marine"	"medium"	"low"	"medium"	"Other"
1487	"GVMAG-M-3300009068-1"	"GVMAG"	"SC8"	"MGVL34"	41.53	272718	94	17010	32773	20	"Freshwater"	"high"	"low"	"high"	"Other"
797	"GVMAG-M-3300009068-11"	"GVMAG"	"SC9"	"MGVL57"	36.66	400467	90	23739	106165	20	"Freshwater"	"high"	"medium"	"medium"	"Other"
404	"GVMAG-M-3300009068-12"	"GVMAG"	"SC6"	"Namaoviruses"	26.62	491650	89	11541	40951	45	"Freshwater"	"high"	"low"	"medium"	"Other"
1194	"GVMAG-M-3300009068-16"	"GVMAG"	"SC9"	"MGVL52"	30.03	323881	89	8235	17801	41	"Freshwater"	"medium"	"low"	"medium"	"Other"
1312	"GVMAG-M-3300009068-24"	"GVMAG"	"SC9"	"MGVL57"	52.89	303582	89	51111	135212	7	"Freshwater"	"high"	"low"	"high"	"Other"
2149	"GVMAG-M-3300009068-25"	"GVMAG"	"SC8"	"MGVL33"	50.85	162791	95	63799	72863	4	"Freshwater"	"high"	"low"	"high"	"Other"
1797	"GVMAG-M-3300009068-46"	"GVMAG"	"SC1"	"MGVL4"	24.97	220122	87	13641	23205	18	"Freshwater"	"high"	"medium"	"medium"	"Other"
1780	"GVMAG-M-3300009071-15"	"GVMAG"	"SC3"	"Prasinoviruses"	40.8	222643	93	8218	16169	28	"Marine"	"high"	"medium"	"medium"	"Other"
577	"GVMAG-M-3300009076-8"	"GVMAG"	"SC9"	"MGVL38"	25.35	446711	89	9099	29186	47	"Marine"	"high"	"medium"	"medium"	"Other"
706	"GVMAG-M-3300009077-7"	"GVMAG"	"SC10"	"MGVL67"	28.47	419346	93	24448	39393	22	"Marine"	"high"	"low"	"high"	"Other"
1218	"GVMAG-M-3300009084-79"	"GVMAG"	"SC2"	"Soliviruses"	24.08	320095	71	8675	26302	37	"Freshwater"	"medium"	"medium"	"medium"	"Other"
1197	"GVMAG-M-3300009149-34"	"GVMAG"	"SC9"	"MGVL42"	32.33	323433	92	51342	59826	10	"Marine"	"high"	"low"	"high"	"Other"
1695	"GVMAG-M-3300009149-7"	"GVMAG"	"SC9"	"MGVL43"	26.6	236697	91	8518	14578	29	"Marine"	"high"	"low"	"low"	"Other"
2126	"GVMAG-M-3300009151-12"	"GVMAG"	"SC3"	"Raphidoviruses"	26.87	166637	90	20181	39469	11	"Freshwater"	"high"	"low"	"high"	"Other"
1800	"GVMAG-M-3300009151-31"	"GVMAG"	"SC9"	"MGVL57"	26.52	219556	87	38022	83232	8	"Freshwater"	"medium"	"low"	"medium"	"Other"
1676	"GVMAG-M-3300009151-35"	"GVMAG"	"SC10"	"MGVL61"	21.02	239439	91	121551	121551	10	"Freshwater"	"medium"	"low"	"medium"	"Other"
748	"GVMAG-M-3300009151-43"	"GVMAG"	"SC8"	"MGVL34"	50.34	411011	89	20002	56259	22	"Freshwater"	"high"	"low"	"high"	"Other"
697	"GVMAG-M-3300009151-44"	"GVMAG"	"SC9"	"YLMV"	32.39	420395	89	23184	48505	20	"Freshwater"	"high"	"low"	"high"	"Other"
1358	"GVMAG-M-3300009151-45"	"GVMAG"	"SC8"	"MGVL34"	46.9	295446	91	19630	33267	18	"Freshwater"	"high"	"low"	"high"	"Other"
2075	"GVMAG-M-3300009151-50"	"GVMAG"	"SC8"	"MGVL33"	34.38	177681	93	63452	68005	3	"Freshwater"	"high"	"low"	"high"	"Other"
2123	"GVMAG-M-3300009151-53"	"GVMAG"	"SC8"	"MGVL36"	42.83	167428	90	13667	29075	15	"Freshwater"	"medium"	"low"	"medium"	"Other"
141	"GVMAG-M-3300009151-61"	"GVMAG"	"SC8"	"MGVL35"	31.99	736150	84	7761	23555	92	"Freshwater"	"high"	"high"	"low"	"Other"
1685	"GVMAG-M-3300009151-7"	"GVMAG"	"SC9"	"MGVL57"	32.31	238099	88	8110	14346	30	"Freshwater"	"medium"	"low"	"low"	"Other"
477	"GVMAG-M-3300009151-82"	"GVMAG"	"SC9"	"YLMV"	24.08	469939	86	14701	38528	39	"Freshwater"	"high"	"high"	"low"	"Other"
403	"GVMAG-M-3300009152-45"	"GVMAG"	"SC9"	"YLMV"	27.32	492529	90	19576	54186	28	"Freshwater"	"high"	"low"	"high"	"Other"
1017	"GVMAG-M-3300009152-6"	"GVMAG"	"SC9"	"MGVL57"	34.62	354503	87	7841	15970	46	"Freshwater"	"medium"	"medium"	"medium"	"Other"
2025	"GVMAG-M-3300009154-19"	"GVMAG"	"SC8"	"MGVL33"	40.96	187657	92	54805	81423	5	"Freshwater"	"high"	"medium"	"medium"	"Other"
1424	"GVMAG-M-3300009154-37"	"GVMAG"	"SC9"	"MGVL57"	34.22	283503	89	9191	25021	31	"Freshwater"	"medium"	"low"	"medium"	"Other"
877	"GVMAG-M-3300009154-8"	"GVMAG"	"SC9"	"MGVL51"	33.6	383547	88	7229	18523	50	"Freshwater"	"high"	"low"	"medium"	"Other"
1107	"GVMAG-M-3300009155-13"	"GVMAG"	"SC9"	"YLMV"	32.49	339117	87	18375	38234	21	"Freshwater"	"high"	"low"	"high"	"Other"
520	"GVMAG-M-3300009155-19"	"GVMAG"	"SC9"	"MGVL57"	35.8	460112	87	21454	45925	30	"Freshwater"	"high"	"low"	"high"	"Other"
349	"GVMAG-M-3300009155-2"	"GVMAG"	"SC9"	"YLMV"	25.99	515648	90	96916	181069	9	"Freshwater"	"high"	"low"	"high"	"Other"
846	"GVMAG-M-3300009155-26"	"GVMAG"	"SC9"	"MGVL57"	32.77	390821	90	22062	33539	22	"Freshwater"	"high"	"low"	"high"	"Other"
1940	"GVMAG-M-3300009155-27"	"GVMAG"	"SC2"	"MGVL23"	51.73	200245	91	22780	37664	13	"Freshwater"	"medium"	"medium"	"medium"	"Other"
246	"GVMAG-M-3300009155-3"	"GVMAG"	"SC9"	"YLMV"	25.48	566270	91	49180	142532	21	"Freshwater"	"high"	"medium"	"medium"	"Other"
235	"GVMAG-M-3300009155-39"	"GVMAG"	"SC6"	"Namaoviruses"	23.73	575945	88	17775	56895	42	"Freshwater"	"medium"	"medium"	"medium"	"Other"
615	"GVMAG-M-3300009155-46"	"GVMAG"	"SC9"	"MGVL57"	28.6	435848	87	22838	37968	30	"Freshwater"	"high"	"low"	"high"	"Other"
493	"GVMAG-M-3300009155-48"	"GVMAG"	"SC9"	"MGVL57"	29.64	465840	92	163291	212140	5	"Freshwater"	"high"	"low"	"high"	"Other"
1269	"GVMAG-M-3300009155-59"	"GVMAG"	"SC8"	"MGVL36"	40.96	310448	89	14761	42269	22	"Freshwater"	"high"	"low"	"high"	"Other"
417	"GVMAG-M-3300009155-74"	"GVMAG"	"SC10"	"MGVL61"	25.15	488946	89	7305	16533	63	"Freshwater"	"high"	"medium"	"low"	"Other"
1359	"GVMAG-M-3300009155-85"	"GVMAG"	"SC10"	"MGVL61"	23.55	294403	92	9187	16443	35	"Freshwater"	"medium"	"medium"	"medium"	"Other"
721	"GVMAG-M-3300009159-18"	"GVMAG"	"SC9"	"YLMV"	39.14	416154	88	17579	38703	28	"Freshwater"	"high"	"low"	"high"	"Other"
2102	"GVMAG-M-3300009159-29"	"GVMAG"	"SC8"	"MGVL33"	45.75	171928	92	18141	31021	11	"Freshwater"	"medium"	"medium"	"medium"	"Other"
539	"GVMAG-M-3300009159-4"	"GVMAG"	"SC9"	"YLMV"	34.73	456829	90	20744	39921	29	"Freshwater"	"high"	"low"	"high"	"Other"
93	"GVMAG-M-3300009159-41"	"GVMAG"	"SC9"	"MGVL44"	33.45	943915	88	24827	83641	47	"Freshwater"	"high"	"high"	"low"	"Other"
1489	"GVMAG-M-3300009159-48"	"GVMAG"	"SC9"	"MGVL57"	36.14	272498	92	9298	19363	31	"Freshwater"	"high"	"low"	"medium"	"Other"
1886	"GVMAG-M-3300009159-52"	"GVMAG"	"SC8"	"MGVL36"	45.21	207929	91	11392	21413	19	"Freshwater"	"high"	"low"	"medium"	"Other"
708	"GVMAG-M-3300009159-65"	"GVMAG"	"SC9"	"OLPV"	25.42	418991	90	52241	63174	15	"Freshwater"	"high"	"low"	"high"	"Other"
372	"GVMAG-M-3300009159-67"	"GVMAG"	"SC6"	"MGVL31"	26.2	502781	87	16647	30022	34	"Freshwater"	"high"	"low"	"medium"	"Other"
1507	"GVMAG-M-3300009160-32"	"GVMAG"	"SC3"	"Raphidoviruses"	29.95	269446	90	13428	67304	21	"Freshwater"	"high"	"medium"	"medium"	"Other"
61	"GVMAG-M-3300009161-11"	"GVMAG"	"SC10"	"MGVL58"	21.52	1171732	83	9651	33553	121	"Freshwater"	"high"	"medium"	"low"	"Other"
1865	"GVMAG-M-3300009161-13"	"GVMAG"	"SC8"	"MGVL36"	43.79	210547	90	12162	20180	18	"Freshwater"	"high"	"low"	"medium"	"Other"
371	"GVMAG-M-3300009161-14"	"GVMAG"	"SC10"	"MGVL58"	33.4	503674	91	7807	20254	62	"Freshwater"	"medium"	"high"	"low"	"Other"
1434	"GVMAG-M-3300009161-25"	"GVMAG"	"SC9"	"OLPV"	30.13	282068	92	26964	52774	12	"Freshwater"	"medium"	"low"	"medium"	"Other"
660	"GVMAG-M-3300009161-26"	"GVMAG"	"SC9"	"YLMV"	32.11	427038	90	23408	48704	22	"Freshwater"	"high"	"low"	"high"	"Other"
441	"GVMAG-M-3300009161-30"	"GVMAG"	"SC9"	"MGVL52"	31.63	481104	91	80448	106023	12	"Freshwater"	"high"	"low"	"high"	"Other"
270	"GVMAG-M-3300009161-34"	"GVMAG"	"SC9"	"MGVL44"	34.81	551523	87	58650	115896	12	"Freshwater"	"high"	"low"	"high"	"Other"
727	"GVMAG-M-3300009161-36"	"GVMAG"	"SC9"	"MGVL44"	31.17	415228	89	216172	216172	10	"Freshwater"	"high"	"low"	"high"	"Other"
438	"GVMAG-M-3300009161-41"	"GVMAG"	"SC9"	"MGVL52"	31.13	481837	87	15663	64734	34	"Freshwater"	"high"	"medium"	"medium"	"Other"
137	"GVMAG-M-3300009161-51"	"GVMAG"	"SC9"	"MGVL47"	36.48	751686	85	18418	54668	50	"Freshwater"	"high"	"high"	"low"	"Other"
199	"GVMAG-M-3300009161-52"	"GVMAG"	"SC10"	"MGVL63"	27.36	617761	87	56266	77017	20	"Freshwater"	"high"	"low"	"high"	"Other"
1462	"GVMAG-M-3300009161-60"	"GVMAG"	"SC9"	"YLMV"	25.53	278329	89	9382	21968	29	"Freshwater"	"medium"	"low"	"medium"	"Other"
500	"GVMAG-M-3300009161-63"	"GVMAG"	"SC9"	"YLMV"	30.34	464256	86	32454	51811	22	"Freshwater"	"high"	"low"	"high"	"Other"
796	"GVMAG-M-3300009161-71"	"GVMAG"	"SC6"	"Klosneuviruses"	26.19	400749	88	14155	44886	33	"Freshwater"	"medium"	"low"	"medium"	"Other"
591	"GVMAG-M-3300009161-9"	"GVMAG"	"SC9"	"MGVL55"	30.94	443642	91	33040	62429	20	"Freshwater"	"high"	"medium"	"medium"	"Other"
2140	"GVMAG-M-3300009163-12"	"GVMAG"	"SC3"	"Raphidoviruses"	26.68	164545	92	12964	31225	13	"Freshwater"	"high"	"low"	"high"	"Other"
160	"GVMAG-M-3300009163-18"	"GVMAG"	"SC6"	"MGVL31"	24.08	677969	88	9538	39983	74	"Freshwater"	"high"	"low"	"low"	"Other"
655	"GVMAG-M-3300009163-3"	"GVMAG"	"SC9"	"MGVL57"	33.99	427976	88	15154	43582	32	"Freshwater"	"high"	"low"	"medium"	"Other"
922	"GVMAG-M-3300009163-35"	"GVMAG"	"SC9"	"Chrysomulinaviruses"	25.34	375083	90	38014	86451	18	"Freshwater"	"high"	"low"	"high"	"Other"
79	"GVMAG-M-3300009163-40"	"GVMAG"	"SC10"	"MGVL68"	26.68	1019521	88	34674	99254	48	"Freshwater"	"high"	"high"	"low"	"Other"
380	"GVMAG-M-3300009163-47"	"GVMAG"	"SC8"	"MGVL34"	41.71	499414	89	16314	48006	31	"Freshwater"	"high"	"low"	"medium"	"Other"
1482	"GVMAG-M-3300009163-5"	"GVMAG"	"SC9"	"MGVL47"	31.73	274234	83	8490	16762	34	"Freshwater"	"medium"	"medium"	"medium"	"Other"
150	"GVMAG-M-3300009163-51"	"GVMAG"	"SC10"	"MGVL68"	31.53	702822	86	13387	29278	61	"Freshwater"	"high"	"medium"	"low"	"Other"
674	"GVMAG-M-3300009163-54"	"GVMAG"	"SC2"	"Iridoviruses"	27.42	424783	86	7474	18865	55	"Freshwater"	"high"	"high"	"low"	"Other"
250	"GVMAG-M-3300009163-62"	"GVMAG"	"SC9"	"MGVL52"	27.45	561993	90	30228	70720	22	"Freshwater"	"high"	"medium"	"medium"	"Other"
285	"GVMAG-M-3300009163-63"	"GVMAG"	"SC9"	"MGVL44"	34.7	541208	86	59188	93142	12	"Freshwater"	"high"	"low"	"high"	"Other"
659	"GVMAG-M-3300009164-20"	"GVMAG"	"SC9"	"MGVL57"	32.73	427067	91	24272	50499	21	"Freshwater"	"high"	"low"	"high"	"Other"
1508	"GVMAG-M-3300009164-25"	"GVMAG"	"SC8"	"MGVL35"	42.62	269385	91	10551	31940	27	"Freshwater"	"high"	"low"	"high"	"Other"
639	"GVMAG-M-3300009164-3"	"GVMAG"	"SC9"	"MGVL57"	29.76	430950	89	28828	81825	18	"Freshwater"	"high"	"low"	"high"	"Other"
2258	"GVMAG-M-3300009164-40"	"GVMAG"	"SC8"	"MGVL33"	41.9	116173	95	116173	116173	1	"Freshwater"	"medium"	"low"	"medium"	"Other"
1144	"GVMAG-M-3300009164-63"	"GVMAG"	"SC9"	"YLMV"	25.8	332894	89	6728	15608	48	"Freshwater"	"medium"	"medium"	"medium"	"Other"
1894	"GVMAG-M-3300009164-67"	"GVMAG"	"SC10"	"MGVL62"	26.07	206890	88	11307	25992	19	"Freshwater"	"medium"	"low"	"medium"	"Other"
1012	"GVMAG-M-3300009164-69"	"GVMAG"	"SC9"	"MGVL56"	30.41	355570	88	17612	35308	21	"Freshwater"	"high"	"low"	"high"	"Other"
177	"GVMAG-M-3300009164-70"	"GVMAG"	"SC9"	"MGVL49"	31.68	651041	87	7256	24183	86	"Freshwater"	"high"	"high"	"low"	"Other"
277	"GVMAG-M-3300009164-8"	"GVMAG"	"SC9"	"YLMV"	26.52	546494	90	21973	59884	29	"Freshwater"	"high"	"medium"	"medium"	"Other"
328	"GVMAG-M-3300009169-13"	"GVMAG"	"SC6"	"Klosneuviruses"	27.33	523939	88	9613	19761	57	"Freshwater"	"high"	"medium"	"low"	"Other"
1323	"GVMAG-M-3300009169-14"	"GVMAG"	"SC7"	"MGVL32"	34.55	301337	90	11286	32183	26	"Freshwater"	"high"	"low"	"high"	"Other"
1604	"GVMAG-M-3300009169-4"	"GVMAG"	"SC9"	"MGVL46"	26.97	251534	90	8799	25561	29	"Freshwater"	"high"	"low"	"medium"	"Other"
